Review,Title,Rating,day,month,year,hour,minute,second,dayofweek,weekofyear,raw time,Country,Username,Reviews,Reads,Useful,Genre
"Yes Rebtel is the way to go for me. The ease of login and how the phone log of how your time and money is spent is the best for me. I wouldn't go any other way. Also, the ease of adding money to your account. Thank you Rebtel.",It is what it is a very cheap overseas calling company.,5,16,5,2012,13,7,22,3,20,2012-05-16T13:07:22,United States,Jimmy Mitchell,1,0,0,
i'm very happy with this long service,great service,5,14,5,2012,19,10,34,1,20,2012-05-14T19:10:34,United States,manuel  zepeda,1,0,0,
affordable and very user friendly,all around excellent,5,14,5,2012,17,20,48,1,20,2012-05-14T17:20:48,United States,maureen ikpeazu,1,0,0,
Service is terrific. Very good audio quality.,Service works GREAT !!!!,5,14,5,2012,12,55,6,1,20,2012-05-14T12:55:06,United States,Marcelino Estebanell,1,0,0,
"I am very happy about your service. i  heard about you from a friend, you need some kind of advertisment. i am telling to all my friends and families to get your service. Keep up the good work.",The best deal ever!!!,5,14,5,2012,12,29,44,1,20,2012-05-14T12:29:44,United States,Genet abebe,1,0,0,
Highly Recommended!!,Excellent,5,14,5,2012,6,46,42,1,20,2012-05-14T06:46:42,United States,Mohammad Shabbir Hasan,1,0,0,
"I presume depending on time period that the calls I made to USA, did occasionally suffer in terms of audibility. It doesn't make it impossible to communicate but there is a room to improve for sure...",Pretty good accommodations and better pricing than most compatiton,5,27,4,2012,19,10,14,5,17,2012-04-27T19:10:14,United States,Cem E.,2,0,0,
"I appreciate the introductory credit with the initial $10. The Sound quality is GREAT. The software is easy to use. Overall, a great value (although I hope the price rate for Liberia will come down to as low as Nigeria's rate, & better yet, as low as India's rate !!). ~ Thanks for your consideration in this regard.",A great value & ease of use.,5,27,4,2012,5,29,34,5,17,2012-04-27T05:29:34,United States,Amani E. Jude,3,0,0,
"This seems to be one of the better options for making cheap international calls. It is 2 cents less than Google Voice. However the setup/registration part was more difficult than most other services. They run regular promotions, but there always seems to be a problem when I attempt to use a voucher, it is not accepted. I accidentally made a purchase and they have not refunded my money or responded.","Good service, but there are some kinks that need to be worked out!",3,26,4,2012,16,32,23,4,17,2012-04-26T16:32:23,United States,Marie B,1,0,0,
"I had made some calls with my mobile, short ones - because of the costs. Then I found rebtel and decided to try. Now I can call my dearest daily - and we can talk more!",Works really great - and smooth!,5,26,4,2012,13,49,5,4,17,2012-04-26T13:49:05,United States,Nils Persson,1,0,0,
evrey day in wwack,ashkif hejazi,5,26,4,2012,3,15,38,4,17,2012-04-26T03:15:38,United States,ashkif hejazi,1,0,0,
It is perhaps the most effective service I have so far found in making overseas calls. Prompt and clear as a bell. Cost effective too.,Excellent service for making international calls,5,25,4,2012,3,23,51,3,17,2012-04-25T03:23:51,United States,Dele Ojeomogha,1,0,0,
"the 1st time i use it it was very very good .but the 2nd time i dont know what happen  , they give like 38 to 40 minut , the 1 st call was dropped after 18 to 24 mn  try to reconnect and when i connect they give me like 15 to 20 mn",need to put a telephone for customer service,3,24,4,2012,22,25,17,2,17,2012-04-24T22:25:17,United States,julio,1,0,0,
"Sometimes the lines are not so good, but further we are happy with the rate of 1.9 cents a minute to the netherlands.",We like the way Rebtel works for us.,4,24,4,2012,19,52,45,2,17,2012-04-24T19:52:45,United States,Joyce Schram,1,0,0,
"Muy buena la comunicacion cuando me recomendaron le comente a mi esposo sera bueno esto porque no tenemos suerte, nada reptel es unico gracias por estar ahi para nosotros los que tenemos familias en el resto del mundo.",espectacular,5,24,4,2012,14,38,7,2,17,2012-04-24T14:38:07,United States,yenisei lemus,1,0,0,
Mmmmmnhgfddxchjidasfbkigsxbkk,the best i love it,5,24,4,2012,14,24,47,2,17,2012-04-24T14:24:47,United States,michelande sterling,1,0,0,
"Great system to call abroad, really good voice without any problems",Great,5,24,4,2012,11,14,28,2,17,2012-04-24T11:14:28,United States,Shahab Zare,1,0,0,
"Rebtel was a good surprise for me. I wasn't expecting the service to work so smoothly. Sometimes the call is not that good, manly because I'm calling from a cellphone in Israel to a cellphone in Brazil, but when it happens, you just have to end the call and start again that the problem is fixed.",Good service,4,24,4,2012,10,42,23,2,17,2012-04-24T10:42:23,United States,Felipe Silva,1,0,0,
"As I have said earlier, the Rebtel network is as good as you're talking to your friend physically, it's quite easy and very clear, but please try to reduce the speed of the charges. Thank you.","As far as I'm concerned, your network is perfect.",5,24,4,2012,9,25,4,2,17,2012-04-24T09:25:04,United States,Hamisu Abubakar,1,0,0,
I am long time customer pls give me special,very expensive to call ethiopia,3,24,4,2012,9,19,11,2,17,2012-04-24T09:19:11,United States,kiflu,1,0,0,
i think this is bad rebetel  page,im loving life,5,19,4,2012,7,14,52,4,16,2012-04-19T07:14:52,United States,kelly,1,0,0,
"Using rebtel for the first time to call India and UK from US. connectivity most of the times is very good. My only complaint is that, every time we need to call a new number in India/UK or any other country, Rebtel expects me to register that number in Rebtel website which is annoying. I may only call that number just once that time, but still had to register that online. Would be good to get a workaround for that. Thanks.",Good and reliable,4,18,4,2012,23,54,28,3,16,2012-04-18T23:54:28,United States,Priya Kannan,1,0,0,
I was very sceptical at first but this is an incredible easy to use phone service. I have no complaints with this company whatsoever and would recommend it to anybody wanting to call overseas.,Above and beyond expectations,5,18,4,2012,16,59,49,3,16,2012-04-18T16:59:49,United States,Ray,1,0,0,
very easy to use m cheap prices comparing to other companies. So far has no problem with it and I used several times a week,best I've used so far!,5,17,4,2012,15,37,9,2,16,2012-04-17T15:37:09,United States,Zina,1,0,0,
"Once you are set up,it's very easy to use, however, I find it expensive but, calling to Cuba is expensive everywhere. I had a few droped calls and got charged about it, not really happy about that, but other than that it is okay",easy but expensive,3,17,4,2012,14,45,37,2,16,2012-04-17T14:45:37,United States,Vanessa DesLaurier,1,1,0,
"Am a Professor in one of the Universities in Nigerria in USA on a research leave. I hooked on to Rebtel on the very first day of my visit! I have over 10 numbers of family and friends I call regularly. Each time I call a numberr, the connection take less than 10 secomds. How fast does it get? It is also very clear.  I am able  to talk for long periods. Rebtel has helped me to stay in touch with family and friends from home. This is phenomenal. Thank you, Rebtel!!",The service rendered by Rebtel is excellent & unequalled!a,5,17,4,2012,13,12,11,2,16,2012-04-17T13:12:11,United States,Edith Ajaiyeoba,1,1,0,
"REBTEL SERVICES HAS SO FAR DELIVERED CLEAR, AND CONSISTENT COMMUNICATION CHANNEL..AT  COMPETITIVE RATES. GO FOR IT!",SO FAR-SO GOOD,4,16,4,2012,16,19,57,1,16,2012-04-16T16:19:57,United States,Cheryl Bdoku,2,1,0,
"Excellent service. They're offering cheap rates for international calling to any phone, all over the world.",Excellent rates,5,12,4,2012,17,1,28,4,15,2012-04-12T17:01:28,Kingdom,Vicky Heart,6,35,8,Female
I will recommend to any one who calls to Ethiopia to use rebtel. best service and best connection.,I had a good experience with rebtel.,5,12,4,2012,9,34,28,4,15,2012-04-12T09:34:28,United States,baeley zekarias,1,0,0,
"I tryed too many companies but this one for me, the best clear voice  without distortions......thank you",I  am veey happy with tour service,5,11,4,2012,17,43,29,3,15,2012-04-11T17:43:29,United States,Rafael Moreno,1,1,0,
"Works fairly well, some issues with line quality at times otherwise best way to use free minutes to call overseas.",International Mobile Calls using your free minutes - not bad,4,11,4,2012,16,52,5,3,15,2012-04-11T16:52:05,Kingdom,Brett Hollins,6,13,0,Male
"i like what rebtel offers just one thing, lower the price for Nicaragua","great idea, good service....",3,11,4,2012,16,6,11,3,15,2012-04-11T16:06:11,United States,moises a mora,1,1,0,
yes i can speaking with my friend,its very good site of calling,5,11,4,2012,15,50,25,3,15,2012-04-11T15:50:25,United States,philippe gailland,3,0,0,
"I am impressed because people I manage to connect, especially, in Nigeria, can hear me very clearly and vice versa. But sometimes I have the problem that I hear them without them hearing me. The connecting tome is a bit longer than normal. I think the connecting charge is a bit higher considering that uone has to pay vAT for recharging. Meanwhile, I'll keep on using it until we have a better offer.",Room for improvements.,3,11,4,2012,14,46,2,3,15,2012-04-11T14:46:02,United States,Ben Onwuka,1,0,0,
Rebtel is a easy to use tool which is efficient enough to have little  impact on the operation of the phone while being cost effective,"Really Easy, Efficient and Effective",5,11,4,2012,13,7,37,3,15,2012-04-11T13:07:37,United States,Raghunathan Muralidharan,1,0,0,
this service is the best and best ever. its also cheap,excellent,5,11,4,2012,12,35,56,3,15,2012-04-11T12:35:56,United States,micheal borecky,1,0,0,
Rebtel is excellent and for me to be able to call the UK from France when I am here is wonderful. Rebtel makes good economic sense.,What a wonderful service,5,11,4,2012,11,58,8,3,15,2012-04-11T11:58:08,United States,David Evans,12,0,0,
Worth havong it.,excellent,5,11,4,2012,11,48,5,3,15,2012-04-11T11:48:05,United States,chirag sharma,1,0,0,
"Hi there. I recently found out about rebtel and very quickly downloaded it  as an alternative to quite expansive italian rates for abroad calls. I needed sth cheap to stay in touch with my friends and family in Poland. However I found out the hard way that rebtel  fees and rates are not as clear as company want us to believe in. For example when you top up credit they charge extra tax to it. So for example a 20€ credit actually costs you 23€. But it's not all. According to the rebtel website a single minute to polish mobile phone should cost me 0,119€ but after a brief chat with my sister ( around 4 min) 1,5€ disappeared from my account. Connection itself isn't great either. So overall not sure if  Rebtel is such a great deal after all.",Be careful!,2,9,4,2012,21,52,56,1,15,2012-04-09T21:52:56,States,Agata Szreter,1,1,0,
calls are good but charge is too high for service.,Too expensive,3,5,4,2012,16,59,35,4,14,2012-04-05T16:59:35,United States,Kaz,1,1,0,
"the charges are much in order that we look for alternatives. May be the charges depend on your market analysis but on my side it limit me to call like in South Africa, Rwanda, Kenya and other countries of Africa.",hello,3,4,4,2012,4,49,34,3,14,2012-04-04T04:49:34,United States,Emmanuel Hirwa,1,0,0,
"easy, perfect , and rapid connection",super,5,3,4,2012,22,41,1,2,14,2012-04-03T22:41:01,United States,id company,1,0,0,
find it dificult to make calls. Unfortunately I have bought some credit before realising this,does not work in most cases,3,3,4,2012,17,47,45,2,14,2012-04-03T17:47:45,United States,wale,1,0,0,
"I had been using other service, mostly phone cards to call my country, Tanzania. With other companies, there were hidden fees. With Rebtel, its easy, voice quality is good and very convinient to use. I would definetely recomend using it.",great and convinient service,4,3,4,2012,16,27,47,2,14,2012-04-03T16:27:47,United States,Mufadal Ayubali,1,1,0,
I've only been with Rebtel for about a month and everything has gone very well. One thing i don't seem to be able to do is to review the calls I've made. It's probably me not spotting where to click.,"Very new user but so far, excellent service.",4,3,4,2012,16,3,52,2,14,2012-04-03T16:03:52,United States,Geoffrey Jones,1,1,0,
"In the relation price-quality Rebtel satifaces the price side, therefore sometimes the quality is not the best one, but it is much better than other programms.","cheap, conviniente; for that price 100% recommendable",4,3,4,2012,15,57,56,2,14,2012-04-03T15:57:56,United States,Victor Pazmiño,1,1,0,
"The reasons I like rebtel, it is clear,has reasonable rates, it gives receipts when purchasing airtime; one can send sms. I give you 5 stars",Rebtel is the best company in communication I have ever known; it is so clear,5,3,4,2012,15,7,13,2,14,2012-04-03T15:07:13,United States,Mussa,1,1,0,
